pdf_file,causal_sentence
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"even though this is unlikely to improve social inclusion, it may help individuals to fortify needs of control and recognition (e.g., warburton et al., 2006)."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"there is evidence that being excluded or ignored is an unpleasant experience, regardless of whether it occurs by inor outgroup members (e.g., gonsalkorale & williams, 2007; williams, cheung, & choi, 2000)."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"nevertheless, there is also reason to believe that exclusion by ethnic outgroup members may evoke more hostile reactions than exclusion by ethnic ingroup members."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"for example, in a study among black and white students in the usa, mendes and colleagues (2008) demonstrated that social rejection by different-race evaluators resulted in more anger (i.e., irritation, defensiveness) than social rejection by same-race evaluators."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,these differential reactions may occur because people may interpret exclusion by ethnic outgroup members differently than exclusion by ethnic ingroup members.
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"several authors (e.g., mendes et al., 2008; williams et al., 2000) have argued that exclusion by ingroup members is likely to result in internal, self-blaming attributions, whereas exclusion by outgroup members is more likely to lead to external or grouplevel attributions."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"this may be a threatening experience, particularly when people wish to be evaluated in terms of their individual characteristics"
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"in such a situation, people may consider the exclusion as more unjust, and this may result in greater hostility toward those who exclude (e.g., branscombe, schmitt, & harvey, 1999)."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"for example, mendes and colleagues (2008) found that members of both minority and majority groups (blacks and whites) reported more anger following social rejection feedback from a different-race evaluator than from a same-race evaluator."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"exclusion by ethnic outgroup members may evoke hostile feelings not only toward those who exclude, but also toward the outgroup as a whole."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"for example, research on the intergroup sensitivity effect has shown that group-directed criticism from an outgroup results in more negativity toward the critic and toward the entire outgroup (e.g., amiot & hornsey, 2010)."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"studies on the optimal conditions of intergroup contact have found that positive intergroup contact may reduce this anxiety and lead to more favorable attitudes toward the outgroup (for an overview, see pettigrew & tropp, 2006)."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,we believe that this is particularly likely to occur because people will more readily attribute exclusion by ethnic outgroup members to prejudice and racism.
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"given that people generally want to maintain membership in their own group and also tend to evaluate ingroup members relatively positively (e.g., tajfel & turner, 1986), it seems unlikely that they will develop more hostile attitudes toward the ingroup following exclusion by ingroup members."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"exclusion and religious fundamentalism it is also possible that, when their religious beliefs are an important part of their identity, people will endorse fundamentalist religious 830 j. schaafsma, k.d."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"these truth claims and absolute moral principles may provide excluded people with a sense of certainty and may help them to regain their lost needs of control (e.g., friedman & rholes, 2007; greenberg, solomon, & pyszczynski, 1997; salzman, 2008)."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"moreover, fundamentalist beliefs may provide religious people with the possibility to construct meaning."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"for individuals who have been excluded, this need to construct meaning may be particularly relevant because the exclusion may serve as a mortality salience cue: it may give them an idea of what life would be like if they did not exist (williams, 2007)."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,there is some evidence that human beings (unconsciously) manage the anxiety that results from this awareness of their vulnerability by relying on stable cultural worldviews.
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"for example, previous studies have found that individuals who have been reminded of their mortality tend to adhere more strongly to and defend their worldviews (e.g., greenberg, simon, pyszczynski, solomon, & chatel, 1992; greenberg, porteus, simon, pyszczynski, & solomon, 1995)."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"according to pyszczynski, solomon, and greenberg (2003), religious worldviews - and fundamentalist beliefs in particular - may even be among the most effective buffers against existential anxiety because they create a sense of psychological security and hope of immortality."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"moreover, by living up to the religious standards of value, religious individuals can obtain the approval of relevant others and acquire a sense of value or self-esteem as well."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"thus, they may also adhere more strongly to fundamentalist beliefs following exclusion as a way to regain their lost needs of belonging and self-esteem (e.g., pyszczynski, greenberg, & solomon, 1997; wisman & koole, 2003)."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"we believe, however, that the tendency among religious persons to endorse fundamentalist ideas more strongly following exclusion will also depend on whether they are excluded by ethnic inor outgroup members."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"nevertheless, whereas we previously argued that people are likely to become more hostile following exclusion by ethnic outgroup members, we believe that they will endorse fundamentalist religious ideas more strongly following exclusion by ethnic ingroup members."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"our primary rationale for this assumption is that exclusion by ethnic ingroup members is more likely to raise questions about one's acceptance by or position within one's own group and that it may as such represent an acceptance threat (branscombe, ellemers, spears, & doosje, 1999)."
/content/drive/MyDrive/Datasets/Third_dataset/1-s2.0-S0022103112000273-main.pdf,"this lack of acceptance by ingroup members may be less easily diffused through the use of external attributions (as may be the case with outgroup exclusion), and it may therefore make people more uncertain about themselves."
